[T] Epoch [0/29] | [0/500] TRAINING loss : 2.2996 TRAINING accuracy : 0.1300
[T] Epoch [0/29] | [289/500] TRAINING loss : 2.1161 TRAINING accuracy : 0.3500
[T] Epoch [0/29] | [290/500] TRAINING loss : 2.1292 TRAINING accuracy : 0.3400
[T] Epoch [0/29] | [291/500] TRAINING loss : 2.0868 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [292/500] TRAINING loss : 2.0985 TRAINING accuracy : 0.3600
[T] Epoch [0/29] | [293/500] TRAINING loss : 2.0613 TRAINING accuracy : 0.4100
[T] Epoch [0/29] | [294/500] TRAINING loss : 2.0581 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [295/500] TRAINING loss : 2.1129 TRAINING accuracy : 0.3600
[T] Epoch [0/29] | [296/500] TRAINING loss : 2.1039 TRAINING accuracy : 0.3500
[T] Epoch [0/29] | [297/500] TRAINING loss : 2.1256 TRAINING accuracy : 0.3300
[T] Epoch [0/29] | [298/500] TRAINING loss : 2.0307 TRAINING accuracy : 0.4700
[T] Epoch [0/29] | [299/500] TRAINING loss : 2.1731 TRAINING accuracy : 0.2600
[T] Epoch [0/29] | [300/500] TRAINING loss : 2.0883 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [301/500] TRAINING loss : 2.0822 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [302/500] TRAINING loss : 2.1030 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [303/500] TRAINING loss : 2.0522 TRAINING accuracy : 0.4200
[T] Epoch [0/29] | [304/500] TRAINING loss : 2.1526 TRAINING accuracy : 0.3100
[T] Epoch [0/29] | [305/500] TRAINING loss : 2.1066 TRAINING accuracy : 0.3700
[T] Epoch [0/29] | [306/500] TRAINING loss : 2.1318 TRAINING accuracy : 0.3200
[T] Epoch [0/29] | [307/500] TRAINING loss : 2.1230 TRAINING accuracy : 0.3100
[T] Epoch [0/29] | [308/500] TRAINING loss : 2.0894 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [309/500] TRAINING loss : 2.0607 TRAINING accuracy : 0.3900
[T] Epoch [0/29] | [310/500] TRAINING loss : 2.0963 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [311/500] TRAINING loss : 2.0349 TRAINING accuracy : 0.4600
[T] Epoch [0/29] | [312/500] TRAINING loss : 2.1475 TRAINING accuracy : 0.3000
[T] Epoch [0/29] | [313/500] TRAINING loss : 2.0783 TRAINING accuracy : 0.3600
[T] Epoch [0/29] | [314/500] TRAINING loss : 2.0732 TRAINING accuracy : 0.3700
[T] Epoch [0/29] | [315/500] TRAINING loss : 2.1292 TRAINING accuracy : 0.3200
[T] Epoch [0/29] | [316/500] TRAINING loss : 2.0610 TRAINING accuracy : 0.4300
[T] Epoch [0/29] | [317/500] TRAINING loss : 2.0629 TRAINING accuracy : 0.3900
[T] Epoch [0/29] | [318/500] TRAINING loss : 2.1258 TRAINING accuracy : 0.3400
[T] Epoch [0/29] | [319/500] TRAINING loss : 2.0405 TRAINING accuracy : 0.4500
[T] Epoch [0/29] | [320/500] TRAINING loss : 2.0507 TRAINING accuracy : 0.4200
[T] Epoch [0/29] | [321/500] TRAINING loss : 2.0628 TRAINING accuracy : 0.4200
[T] Epoch [0/29] | [322/500] TRAINING loss : 2.0943 TRAINING accuracy : 0.3700
[T] Epoch [0/29] | [323/500] TRAINING loss : 2.0388 TRAINING accuracy : 0.4300
[T] Epoch [0/29] | [324/500] TRAINING loss : 2.0830 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [325/500] TRAINING loss : 2.1067 TRAINING accuracy : 0.3400
[T] Epoch [0/29] | [326/500] TRAINING loss : 2.1006 TRAINING accuracy : 0.3600
[T] Epoch [0/29] | [327/500] TRAINING loss : 2.1130 TRAINING accuracy : 0.3500
[T] Epoch [0/29] | [328/500] TRAINING loss : 2.0651 TRAINING accuracy : 0.4200
[T] Epoch [0/29] | [329/500] TRAINING loss : 2.0736 TRAINING accuracy : 0.3900
[T] Epoch [0/29] | [330/500] TRAINING loss : 2.0463 TRAINING accuracy : 0.4700
[T] Epoch [0/29] | [331/500] TRAINING loss : 2.1250 TRAINING accuracy : 0.3500
[T] Epoch [0/29] | [332/500] TRAINING loss : 2.0750 TRAINING accuracy : 0.4100
[T] Epoch [0/29] | [333/500] TRAINING loss : 2.0957 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [334/500] TRAINING loss : 2.1006 TRAINING accuracy : 0.3600
[T] Epoch [0/29] | [335/500] TRAINING loss : 2.1250 TRAINING accuracy : 0.3300
[T] Epoch [0/29] | [336/500] TRAINING loss : 2.0561 TRAINING accuracy : 0.4100
[T] Epoch [0/29] | [337/500] TRAINING loss : 2.0961 TRAINING accuracy : 0.3700
[T] Epoch [0/29] | [338/500] TRAINING loss : 2.0705 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [339/500] TRAINING loss : 2.1182 TRAINING accuracy : 0.3500
[T] Epoch [0/29] | [340/500] TRAINING loss : 2.1269 TRAINING accuracy : 0.3400
[T] Epoch [0/29] | [341/500] TRAINING loss : 2.1481 TRAINING accuracy : 0.3200
[T] Epoch [0/29] | [342/500] TRAINING loss : 2.1029 TRAINING accuracy : 0.3300
[T] Epoch [0/29] | [343/500] TRAINING loss : 2.1640 TRAINING accuracy : 0.3000
[T] Epoch [0/29] | [344/500] TRAINING loss : 2.0976 TRAINING accuracy : 0.3700
[T] Epoch [0/29] | [345/500] TRAINING loss : 1.9914 TRAINING accuracy : 0.4700
[T] Epoch [0/29] | [346/500] TRAINING loss : 2.0943 TRAINING accuracy : 0.3600
[T] Epoch [0/29] | [347/500] TRAINING loss : 2.0332 TRAINING accuracy : 0.4700
[T] Epoch [0/29] | [348/500] TRAINING loss : 2.0872 TRAINING accuracy : 0.3700
[T] Epoch [0/29] | [349/500] TRAINING loss : 2.0802 TRAINING accuracy : 0.3900
[T] Epoch [0/29] | [350/500] TRAINING loss : 2.0760 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [351/500] TRAINING loss : 2.0422 TRAINING accuracy : 0.4600
[T] Epoch [0/29] | [352/500] TRAINING loss : 2.0867 TRAINING accuracy : 0.3500
[T] Epoch [0/29] | [353/500] TRAINING loss : 2.0523 TRAINING accuracy : 0.4500
[T] Epoch [0/29] | [354/500] TRAINING loss : 2.0601 TRAINING accuracy : 0.3900
[T] Epoch [0/29] | [355/500] TRAINING loss : 2.0962 TRAINING accuracy : 0.3900
[T] Epoch [0/29] | [356/500] TRAINING loss : 1.9893 TRAINING accuracy : 0.4900
[T] Epoch [0/29] | [357/500] TRAINING loss : 2.0360 TRAINING accuracy : 0.4200
[T] Epoch [0/29] | [358/500] TRAINING loss : 2.1033 TRAINING accuracy : 0.3400
[T] Epoch [0/29] | [359/500] TRAINING loss : 2.0691 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [360/500] TRAINING loss : 2.1251 TRAINING accuracy : 0.3600
[T] Epoch [0/29] | [361/500] TRAINING loss : 2.0258 TRAINING accuracy : 0.4500
[T] Epoch [0/29] | [362/500] TRAINING loss : 2.0221 TRAINING accuracy : 0.4600
[T] Epoch [0/29] | [363/500] TRAINING loss : 2.0219 TRAINING accuracy : 0.4400
[T] Epoch [0/29] | [364/500] TRAINING loss : 2.0306 TRAINING accuracy : 0.4400
[T] Epoch [0/29] | [365/500] TRAINING loss : 2.0995 TRAINING accuracy : 0.3600
[T] Epoch [0/29] | [366/500] TRAINING loss : 2.0573 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [367/500] TRAINING loss : 2.0919 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [368/500] TRAINING loss : 2.0433 TRAINING accuracy : 0.4500
[T] Epoch [0/29] | [369/500] TRAINING loss : 2.0756 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [370/500] TRAINING loss : 2.0322 TRAINING accuracy : 0.4300
[T] Epoch [0/29] | [371/500] TRAINING loss : 2.0448 TRAINING accuracy : 0.4200
[T] Epoch [0/29] | [372/500] TRAINING loss : 2.0554 TRAINING accuracy : 0.4100
[T] Epoch [0/29] | [373/500] TRAINING loss : 2.0970 TRAINING accuracy : 0.3500
[T] Epoch [0/29] | [374/500] TRAINING loss : 2.0687 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [375/500] TRAINING loss : 2.0407 TRAINING accuracy : 0.4200
[T] Epoch [0/29] | [376/500] TRAINING loss : 2.0628 TRAINING accuracy : 0.4200
[T] Epoch [0/29] | [377/500] TRAINING loss : 2.0514 TRAINING accuracy : 0.3900
[T] Epoch [0/29] | [378/500] TRAINING loss : 2.0463 TRAINING accuracy : 0.4100
[T] Epoch [0/29] | [379/500] TRAINING loss : 2.0782 TRAINING accuracy : 0.3700
[T] Epoch [0/29] | [380/500] TRAINING loss : 2.1273 TRAINING accuracy : 0.3200
[T] Epoch [0/29] | [381/500] TRAINING loss : 2.1133 TRAINING accuracy : 0.3400
[T] Epoch [0/29] | [382/500] TRAINING loss : 2.0076 TRAINING accuracy : 0.4700
[T] Epoch [0/29] | [383/500] TRAINING loss : 2.0774 TRAINING accuracy : 0.4100
[T] Epoch [0/29] | [384/500] TRAINING loss : 2.0906 TRAINING accuracy : 0.3700
[T] Epoch [0/29] | [385/500] TRAINING loss : 2.0901 TRAINING accuracy : 0.3900
[T] Epoch [0/29] | [386/500] TRAINING loss : 2.0231 TRAINING accuracy : 0.4600
[T] Epoch [0/29] | [387/500] TRAINING loss : 2.0628 TRAINING accuracy : 0.3900
[T] Epoch [0/29] | [388/500] TRAINING loss : 2.1321 TRAINING accuracy : 0.3100
[T] Epoch [0/29] | [389/500] TRAINING loss : 1.9801 TRAINING accuracy : 0.4600
[T] Epoch [0/29] | [390/500] TRAINING loss : 2.0748 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [391/500] TRAINING loss : 1.9610 TRAINING accuracy : 0.5200
[T] Epoch [0/29] | [392/500] TRAINING loss : 2.0738 TRAINING accuracy : 0.3700
[T] Epoch [0/29] | [393/500] TRAINING loss : 2.0271 TRAINING accuracy : 0.4500
[T] Epoch [0/29] | [394/500] TRAINING loss : 2.0627 TRAINING accuracy : 0.4100
[T] Epoch [0/29] | [395/500] TRAINING loss : 2.0893 TRAINING accuracy : 0.3700
[T] Epoch [0/29] | [396/500] TRAINING loss : 2.0639 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [397/500] TRAINING loss : 2.0587 TRAINING accuracy : 0.4100
[T] Epoch [0/29] | [398/500] TRAINING loss : 2.1011 TRAINING accuracy : 0.3400
[T] Epoch [0/29] | [399/500] TRAINING loss : 2.0743 TRAINING accuracy : 0.4100
[T] Epoch [0/29] | [400/500] TRAINING loss : 2.0692 TRAINING accuracy : 0.4100
[T] Epoch [0/29] | [401/500] TRAINING loss : 1.9998 TRAINING accuracy : 0.5000
[T] Epoch [0/29] | [402/500] TRAINING loss : 2.0434 TRAINING accuracy : 0.4200
[T] Epoch [0/29] | [403/500] TRAINING loss : 2.0630 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [404/500] TRAINING loss : 2.0746 TRAINING accuracy : 0.3400
[T] Epoch [0/29] | [405/500] TRAINING loss : 2.0476 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [406/500] TRAINING loss : 2.0929 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [407/500] TRAINING loss : 2.1421 TRAINING accuracy : 0.3000
[T] Epoch [0/29] | [408/500] TRAINING loss : 2.1159 TRAINING accuracy : 0.3300
[T] Epoch [0/29] | [409/500] TRAINING loss : 2.1018 TRAINING accuracy : 0.3500
[T] Epoch [0/29] | [410/500] TRAINING loss : 2.0572 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [411/500] TRAINING loss : 2.0584 TRAINING accuracy : 0.4200
[T] Epoch [0/29] | [412/500] TRAINING loss : 2.0522 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [413/500] TRAINING loss : 2.1435 TRAINING accuracy : 0.3000
[T] Epoch [0/29] | [414/500] TRAINING loss : 2.0634 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [415/500] TRAINING loss : 2.1140 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [416/500] TRAINING loss : 2.0923 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [417/500] TRAINING loss : 2.0566 TRAINING accuracy : 0.4300
[T] Epoch [0/29] | [418/500] TRAINING loss : 2.1117 TRAINING accuracy : 0.3100
[T] Epoch [0/29] | [419/500] TRAINING loss : 2.1317 TRAINING accuracy : 0.3100
[T] Epoch [0/29] | [420/500] TRAINING loss : 1.9703 TRAINING accuracy : 0.5300
[T] Epoch [0/29] | [421/500] TRAINING loss : 2.1083 TRAINING accuracy : 0.3600
[T] Epoch [0/29] | [422/500] TRAINING loss : 2.1147 TRAINING accuracy : 0.3600
[T] Epoch [0/29] | [423/500] TRAINING loss : 2.0196 TRAINING accuracy : 0.4500
[T] Epoch [0/29] | [424/500] TRAINING loss : 2.0594 TRAINING accuracy : 0.4100
[T] Epoch [0/29] | [425/500] TRAINING loss : 2.0933 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [426/500] TRAINING loss : 2.0431 TRAINING accuracy : 0.4700
[T] Epoch [0/29] | [427/500] TRAINING loss : 2.0108 TRAINING accuracy : 0.4700
[T] Epoch [0/29] | [428/500] TRAINING loss : 2.0767 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [429/500] TRAINING loss : 2.0754 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [430/500] TRAINING loss : 1.9999 TRAINING accuracy : 0.4600
[T] Epoch [0/29] | [431/500] TRAINING loss : 2.0961 TRAINING accuracy : 0.3600
[T] Epoch [0/29] | [432/500] TRAINING loss : 2.0325 TRAINING accuracy : 0.4500
[T] Epoch [0/29] | [433/500] TRAINING loss : 2.1029 TRAINING accuracy : 0.3900
[T] Epoch [0/29] | [434/500] TRAINING loss : 2.0781 TRAINING accuracy : 0.3700
[T] Epoch [0/29] | [435/500] TRAINING loss : 2.0157 TRAINING accuracy : 0.4600
[T] Epoch [0/29] | [436/500] TRAINING loss : 2.0394 TRAINING accuracy : 0.4400
[T] Epoch [0/29] | [437/500] TRAINING loss : 2.0874 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [438/500] TRAINING loss : 1.9962 TRAINING accuracy : 0.5000
[T] Epoch [0/29] | [439/500] TRAINING loss : 2.0811 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [440/500] TRAINING loss : 2.1549 TRAINING accuracy : 0.2900
[T] Epoch [0/29] | [441/500] TRAINING loss : 2.1113 TRAINING accuracy : 0.3300
[T] Epoch [0/29] | [442/500] TRAINING loss : 2.0520 TRAINING accuracy : 0.4200
[T] Epoch [0/29] | [443/500] TRAINING loss : 2.0851 TRAINING accuracy : 0.3600
[T] Epoch [0/29] | [444/500] TRAINING loss : 2.0758 TRAINING accuracy : 0.3700
[T] Epoch [0/29] | [445/500] TRAINING loss : 2.0775 TRAINING accuracy : 0.4200
[T] Epoch [0/29] | [446/500] TRAINING loss : 2.0516 TRAINING accuracy : 0.3900
[T] Epoch [0/29] | [447/500] TRAINING loss : 1.9688 TRAINING accuracy : 0.5000
[T] Epoch [0/29] | [448/500] TRAINING loss : 2.1037 TRAINING accuracy : 0.3600
[T] Epoch [0/29] | [449/500] TRAINING loss : 2.0029 TRAINING accuracy : 0.4500
[T] Epoch [0/29] | [450/500] TRAINING loss : 2.0616 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [451/500] TRAINING loss : 2.0104 TRAINING accuracy : 0.4500
[T] Epoch [0/29] | [452/500] TRAINING loss : 2.0975 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [453/500] TRAINING loss : 2.0285 TRAINING accuracy : 0.4600
[T] Epoch [0/29] | [454/500] TRAINING loss : 2.0504 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [455/500] TRAINING loss : 2.0760 TRAINING accuracy : 0.3900
[T] Epoch [0/29] | [456/500] TRAINING loss : 2.0569 TRAINING accuracy : 0.4500
[T] Epoch [0/29] | [457/500] TRAINING loss : 2.0824 TRAINING accuracy : 0.3600
[T] Epoch [0/29] | [458/500] TRAINING loss : 1.9676 TRAINING accuracy : 0.5100
[T] Epoch [0/29] | [459/500] TRAINING loss : 2.0635 TRAINING accuracy : 0.3900
[T] Epoch [0/29] | [460/500] TRAINING loss : 2.1442 TRAINING accuracy : 0.3200
[T] Epoch [0/29] | [461/500] TRAINING loss : 2.0559 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [462/500] TRAINING loss : 1.9852 TRAINING accuracy : 0.4900
[T] Epoch [0/29] | [463/500] TRAINING loss : 2.0830 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [464/500] TRAINING loss : 2.0139 TRAINING accuracy : 0.4500
[T] Epoch [0/29] | [465/500] TRAINING loss : 2.0903 TRAINING accuracy : 0.3700
[T] Epoch [0/29] | [466/500] TRAINING loss : 2.0628 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [467/500] TRAINING loss : 2.0684 TRAINING accuracy : 0.3700
[T] Epoch [0/29] | [468/500] TRAINING loss : 2.0736 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [469/500] TRAINING loss : 2.0318 TRAINING accuracy : 0.4300
[T] Epoch [0/29] | [470/500] TRAINING loss : 2.1494 TRAINING accuracy : 0.2800
[T] Epoch [0/29] | [471/500] TRAINING loss : 2.0014 TRAINING accuracy : 0.4500
[T] Epoch [0/29] | [472/500] TRAINING loss : 2.0027 TRAINING accuracy : 0.4800
[T] Epoch [0/29] | [473/500] TRAINING loss : 1.9801 TRAINING accuracy : 0.5000
[T] Epoch [0/29] | [474/500] TRAINING loss : 2.0429 TRAINING accuracy : 0.4400
[T] Epoch [0/29] | [475/500] TRAINING loss : 2.0796 TRAINING accuracy : 0.4000
[T] Epoch [0/29] | [476/500] TRAINING loss : 2.0895 TRAINING accuracy : 0.3700
[T] Epoch [0/29] | [477/500] TRAINING loss : 1.9599 TRAINING accuracy : 0.5100
[T] Epoch [0/29] | [478/500] TRAINING loss : 2.0359 TRAINING accuracy : 0.4100
[T] Epoch [0/29] | [479/500] TRAINING loss : 2.0568 TRAINING accuracy : 0.4200
[T] Epoch [0/29] | [480/500] TRAINING loss : 2.0423 TRAINING accuracy : 0.4100
[T] Epoch [0/29] | [481/500] TRAINING loss : 2.0680 TRAINING accuracy : 0.4300
[T] Epoch [0/29] | [482/500] TRAINING loss : 2.0372 TRAINING accuracy : 0.4100
[T] Epoch [0/29] | [483/500] TRAINING loss : 2.0849 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [484/500] TRAINING loss : 2.0844 TRAINING accuracy : 0.3600
[T] Epoch [0/29] | [485/500] TRAINING loss : 2.0359 TRAINING accuracy : 0.4300
[T] Epoch [0/29] | [486/500] TRAINING loss : 1.9787 TRAINING accuracy : 0.4800
[T] Epoch [0/29] | [487/500] TRAINING loss : 2.0173 TRAINING accuracy : 0.4700
[T] Epoch [0/29] | [488/500] TRAINING loss : 2.0714 TRAINING accuracy : 0.3800
[T] Epoch [0/29] | [489/500] TRAINING loss : 2.0877 TRAINING accuracy : 0.3500
[T] Epoch [0/29] | [490/500] TRAINING loss : 2.1001 TRAINING accuracy : 0.3500
[T] Epoch [0/29] | [491/500] TRAINING loss : 2.0270 TRAINING accuracy : 0.4400
[T] Epoch [0/29] | [492/500] TRAINING loss : 2.0108 TRAINING accuracy : 0.4600
[T] Epoch [0/29] | [493/500] TRAINING loss : 2.0451 TRAINING accuracy : 0.4400
[T] Epoch [0/29] | [494/500] TRAINING loss : 2.0298 TRAINING accuracy : 0.4600
[T] Epoch [0/29] | [495/500] TRAINING loss : 2.0456 TRAINING accuracy : 0.4100
[T] Epoch [0/29] | [496/500] TRAINING loss : 1.9723 TRAINING accuracy : 0.5100
[T] Epoch [0/29] | [497/500] TRAINING loss : 1.9991 TRAINING accuracy : 0.4700
[T] Epoch [0/29] | [498/500] TRAINING loss : 2.0507 TRAINING accuracy : 0.4100
[T] Epoch [0/29] | [499/500] TRAINING loss : 2.0368 TRAINING accuracy : 0.4500
[T] Epoch [1/29] | [0/500] TRAINING loss : 2.0883 TRAINING accuracy : 0.3700
[V] Epoch [1/29] | [0/500] Test loss : 2.2073 Test accuracy : 0.2470 VAL RMSE : 14.139
[T] Epoch [1/29] | [1/500] TRAINING loss : 2.0531 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [2/500] TRAINING loss : 2.0409 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [3/500] TRAINING loss : 2.0245 TRAINING accuracy : 0.4500
[T] Epoch [1/29] | [4/500] TRAINING loss : 2.0420 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [5/500] TRAINING loss : 2.0082 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [6/500] TRAINING loss : 2.0397 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [7/500] TRAINING loss : 2.0688 TRAINING accuracy : 0.4000
[T] Epoch [1/29] | [8/500] TRAINING loss : 2.0165 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [9/500] TRAINING loss : 2.1030 TRAINING accuracy : 0.3400
[T] Epoch [1/29] | [10/500] TRAINING loss : 2.0894 TRAINING accuracy : 0.3700
[T] Epoch [1/29] | [11/500] TRAINING loss : 2.1382 TRAINING accuracy : 0.3100
[T] Epoch [1/29] | [12/500] TRAINING loss : 2.0188 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [13/500] TRAINING loss : 2.1029 TRAINING accuracy : 0.3600
[T] Epoch [1/29] | [14/500] TRAINING loss : 2.0568 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [15/500] TRAINING loss : 2.0533 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [16/500] TRAINING loss : 2.0361 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [17/500] TRAINING loss : 2.0037 TRAINING accuracy : 0.4500
[T] Epoch [1/29] | [18/500] TRAINING loss : 2.0649 TRAINING accuracy : 0.3600
[T] Epoch [1/29] | [19/500] TRAINING loss : 2.0342 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [20/500] TRAINING loss : 2.0746 TRAINING accuracy : 0.3600
[T] Epoch [1/29] | [21/500] TRAINING loss : 2.0377 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [22/500] TRAINING loss : 2.0841 TRAINING accuracy : 0.3900
[T] Epoch [1/29] | [23/500] TRAINING loss : 2.0041 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [24/500] TRAINING loss : 2.0355 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [25/500] TRAINING loss : 2.0500 TRAINING accuracy : 0.4000
[T] Epoch [1/29] | [26/500] TRAINING loss : 2.0392 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [27/500] TRAINING loss : 2.0488 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [28/500] TRAINING loss : 2.1196 TRAINING accuracy : 0.3400
[T] Epoch [1/29] | [29/500] TRAINING loss : 2.0059 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [30/500] TRAINING loss : 2.0362 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [31/500] TRAINING loss : 2.0007 TRAINING accuracy : 0.4800
[T] Epoch [1/29] | [32/500] TRAINING loss : 2.0325 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [33/500] TRAINING loss : 2.0798 TRAINING accuracy : 0.3800
[T] Epoch [1/29] | [34/500] TRAINING loss : 2.0874 TRAINING accuracy : 0.3800
[T] Epoch [1/29] | [35/500] TRAINING loss : 2.0143 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [36/500] TRAINING loss : 2.0497 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [37/500] TRAINING loss : 2.0009 TRAINING accuracy : 0.4500
[T] Epoch [1/29] | [38/500] TRAINING loss : 2.0288 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [39/500] TRAINING loss : 2.0481 TRAINING accuracy : 0.4000
[T] Epoch [1/29] | [40/500] TRAINING loss : 2.0686 TRAINING accuracy : 0.3900
[T] Epoch [1/29] | [41/500] TRAINING loss : 1.9614 TRAINING accuracy : 0.5100
[T] Epoch [1/29] | [42/500] TRAINING loss : 1.9925 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [43/500] TRAINING loss : 2.0504 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [44/500] TRAINING loss : 2.0087 TRAINING accuracy : 0.4500
[T] Epoch [1/29] | [45/500] TRAINING loss : 2.0134 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [46/500] TRAINING loss : 2.0711 TRAINING accuracy : 0.3800
[T] Epoch [1/29] | [47/500] TRAINING loss : 2.0622 TRAINING accuracy : 0.3900
[T] Epoch [1/29] | [48/500] TRAINING loss : 2.0405 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [49/500] TRAINING loss : 2.0240 TRAINING accuracy : 0.4200
[T] Epoch [1/29] | [50/500] TRAINING loss : 2.0354 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [51/500] TRAINING loss : 2.0512 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [52/500] TRAINING loss : 2.0712 TRAINING accuracy : 0.4000
[T] Epoch [1/29] | [53/500] TRAINING loss : 2.0509 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [54/500] TRAINING loss : 2.0448 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [55/500] TRAINING loss : 2.0700 TRAINING accuracy : 0.3800
[T] Epoch [1/29] | [56/500] TRAINING loss : 2.0716 TRAINING accuracy : 0.4000
[T] Epoch [1/29] | [57/500] TRAINING loss : 2.0342 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [58/500] TRAINING loss : 2.0235 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [59/500] TRAINING loss : 2.0354 TRAINING accuracy : 0.4400
[T] Epoch [1/29] | [60/500] TRAINING loss : 2.0483 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [61/500] TRAINING loss : 2.0213 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [62/500] TRAINING loss : 1.9969 TRAINING accuracy : 0.5500
[T] Epoch [1/29] | [63/500] TRAINING loss : 2.0207 TRAINING accuracy : 0.4500
[T] Epoch [1/29] | [64/500] TRAINING loss : 2.0145 TRAINING accuracy : 0.4700
[T] Epoch [1/29] | [65/500] TRAINING loss : 2.0634 TRAINING accuracy : 0.4100
[T] Epoch [1/29] | [66/500] TRAINING loss : 2.0234 TRAINING accuracy : 0.4300
[T] Epoch [1/29] | [67/500] TRAINING loss : 2.0083 TRAINING accuracy : 0.4600
[T] Epoch [1/29] | [68/500] TRAINING loss : 2.0161 TRAINING accuracy : 0.4900
[T] Epoch [1/29] | [69/500] TRAINING loss : 2.0643 TRAINING accuracy : 0.4600
